LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,CERTIFICATE_HASH
6.23338920111221E+020,"9, Lower Hill Barton Road",,,EX1 3EN,8271526868,D,D,60,68,House,Detached,2011-12-21,E07000041,E14000698,Devon,2011-12-21,marketed sale,56,66,254,195,4.5,49,3.5,77,48,731,590,107,88,92.31,Single,Y,NODATA!,,,"Programmer, TRVs and bypass",100,double glazing installed before 2002,Normal,0,5,5,40,0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",,,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.39,0,,natural,"9, Lower Hill Barton Road",Exeter,Exeter,3c474481e9c7a3af37947e35ccdcc2616e4a8a0d370556c3170d235f2b943979
1.06949702014011E+021,2 Salters Court,Salters Road,,EX2 5JG,3989528178,C,A,74,94,House,Mid-Terrace,2014-01-11,E07000041,E14000698,Devon,2014-01-11,rental (social),58,82,289,101,2.6,51,0.9,55,38,228,198,121,73,52,dual,Y,NODATA!,,,Manual charge control,100,double glazing installed during or after 2002,Normal,0,3,3,57,0,"Electric immersion, off-peak",Average,Very Poor,"Solid, limited insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,Portable electric heaters (assumed),,,"Pitched, insulated (assumed)",Good,Good,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 57% of fixed outlets,Good,Good,electricity (not community),0,NO DATA!,,,0,,natural,"2 Salters Court, Salters Road",Exeter,Exeter,dc64553b8dda113e44e619148cbaf205ce619deb892063c0d50593d51b6015f9
1.12324672014041E+021,"108, Wonford Street",,,EX2 5DE,7544402278,D,B,61,87,House,Mid-Terrace,2014-04-10,E07000041,E14000698,Devon,2014-04-10,marketed sale,60,89,253,41,2.5,49,0.5,43,33,492,345,87,53,52,Single,Y,NODATA!,,,"Programmer, TRVs and bypass",100,double glazing installed before 2002,More Than Typical,2,4,4,71,0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 71% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,,0,,natural,"108, Wonford Street",Exeter,Exeter,4878e603368a8d536fef70f46210d51466502a9df8303d4bdcbb7a1af9f19e97
1.1680404201407E+021,"27, Thornpark Rise",,,EX1 3HS,273325278,C,C,74,77,Flat,Semi-Detached,2014-07-03,E07000041,E14000698,Devon,2014-07-03,rental (social),76,79,149,126,1.7,29,1.4,38,38,338,287,83,83,59,Single,Y,Ground,N,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,0,3,3,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,,,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,no corridor,,,0,,natural,"27, Thornpark Rise",Exeter,Exeter,6d834aeb63e491d0113cfe6b8703dc3b993acef7dd7b6125a032fe9c8d0ae7dc
1.10232802014031E+021,"10, Savoy Hill",,,EX4 9EB,4580060278,D,B,67,87,House,Semi-Detached,2014-03-06,E07000041,E14000698,Devon,2014-03-06,none of the above,67,88,185,45,2.5,35,0.7,89,44,467,363,80,54,71,Single,Y,NODATA!,,,"Programmer, TRVs and bypass",100,double glazing installed before 2002,Normal,0,4,4,0,0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,None,,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,NO DATA!,,,0,,natural,"10, Savoy Hill",Exeter,Exeter,2a044861266bcc75244ad89558352f9c88cbc230a227296d6e1901a300c1877c
1.72040220081028E+020,"21, Guinness Lane",,,EX4 2LP,2612243568,C,C,69,74,Maisonette,Detached,2008-10-28,E07000041,E14000698,Devon,2008-10-28,rental (social),64,67,262,243,3.7,39.5,3.4,105,53,274,251,156,156,94.08,dual,N,1st,Y,3,Manual charge control,100,double glazing installed before 2002,Normal,0,4,1,0,0,"Electric immersion, off-peak",Average,Poor,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, electric",,,"Pitched, 200mm loft insulation",Good,Good,Electric storage heaters,Poor,Very Poor,Manual charge control,Poor,Poor,No low energy lighting,Very Poor,Very Poor,electricity - this is for backwards compatibility only and should not be used,0,no corridor,,2.41,0,N,natural,"21, Guinness Lane",Exeter,Exeter,9b5d4eef632dccf69e0202381666e9ada046ed07bb9df371817197fe2893cc7d
1.04557122015043E+021,"5, Clyst Heath",,,EX2 7TA,9507556178,D,B,62,83,House,Detached,2015-04-06,E07000041,E14000678,Devon,2015-04-28,none of the above,55,80,240,88,4.6,42,1.7,96,66,717,521,216,77,108,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,0,8,8,53,0,"From main system, no cylinder thermostat",Average,Average,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",,,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 53% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,,,N,natural,"5, Clyst Heath",Exeter,East Devon,81a09f106c45717bce0062fb590ceadf5bc39444e0a61171e17cfb8c09ab052a
8.52158720121031E+020,"3, Raglans",,,EX2 8XN,3186582078,C,B,73,86,House,End-Terrace,2012-10-30,E07000041,E14000698,Devon,2012-10-31,none of the above,73,87,142,55,2.3,27,0.9,55,55,392,360,85,60,83,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,"double glazing, unknown install date",Normal,1,6,6,82,0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,,,"Pitched, 250mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 82% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,,0,,natural,"3, Raglans",Exeter,Exeter,33e04ab17584b1537ac5ee591f3d52839bc6f000d5f34d79117dd615a3acec29
9.2297920081008E+019,"27, Hoopern Street",,,EX4 4LU,8533156468,D,D,58,67,House,Mid-Terrace,2008-10-06,E07000041,E14000698,Devon,2008-10-08,rental (private),52,61,360,290,4.1,60,3.3,53,30,515,439,88,71,68.2,Single,Y,NO DATA!,,,"Programmer, TRVs and bypass",38,double glazing installed before 2002,Normal,1,3,3,25,1,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Partial double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Poor,Poor,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.45,0,N,natural,"27, Hoopern Street",Exeter,Exeter,105d849b86a8103910ba97605a44cf4a84692bd4c03d5c52ba85b883f30cf6b3
1.18857692014081E+021,"91a, South Street",,,EX1 1BZ,8328466278,C,C,76,76,Flat,Mid-Terrace,2014-08-11,E07000041,E14000698,Devon,2014-08-13,rental (private),80,80,145,145,1.2,28,1.2,31,31,258,258,76,76,42,Single,Y,1st,N,,"Programmer, room thermostat and TRVs",100,double glazing installed during or after 2002,More Than Typical,0,2,2,91,0,From main system,Good,Good,(other premises below),,,Fully double glazed,Good,Good,"Cavity wall, with internal insulation",Good,Good,None,,,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 91% of fixed outlets,Very Good,Very Good,mains gas (not community),0,no corridor,,,0,,natural,"91a, South Street",Exeter,Exeter,55372c6512036f49472451f9ffb5f9e06b1ee8f3ce489ad3515ce566eb55bdd5
1.38817502015112E+021,"54, Gloucester Road",,,EX4 2EF,9339470478,D,B,57,84,House,End-Terrace,2015-11-19,E07000041,E14000698,Devon,2015-11-20,marketed sale,50,82,316,90,3.9,56,1.2,78,47,716,451,111,51,70,Single,Y,NODATA!,,,Programmer and room thermostat,100,double glazing installed before 2002,Normal,0,4,4,33,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,None,,,"Pitched, limited insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 33% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,,,N,natural,"54, Gloucester Road",Exeter,Exeter,6abc21919263812aa9f60191b4d932ec4fc8617904914cf813e0e328ea7f30d8
6.56303720110719E+020,"7, Diamond Road",,,EX2 8DN,6187068868,D,D,60,67,House,Mid-Terrace,2011-07-19,E07000041,E14000698,Devon,2011-07-19,marketed sale,58,65,266,218,3.7,51,3,66,40,611,525,91,81,71.71,Single,Y,NODATA!,,,"Programmer, TRVs and bypass",100,double glazing installed during or after 2002,Normal,0,3,3,33,0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",,,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 33% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.72,0,,natural,"7, Diamond Road",Exeter,Exeter,0b144e027f191ea8cd7c04998c6a5d008572c767eeda3e8ce41fd5d19e568831
4.24178620100121E+020,Flat 5,"2, College Road",,EX1 1TE,888661768,E,E,44,52,Flat,Mid-Terrace,2010-01-20,E07000041,E14000698,Devon,2010-01-21,marketed sale,63,68,301,260,3.3,45,2.8,81,41,501,443,302,277,51.35,Unknown,N,2nd,Y,4,No time or thermostatic control of room temperature,100,"double glazing, unknown install date",Normal,0,3,3,0,0,"Electric immersion, standard tariff",Very Poor,Poor,(other premises below),,,Fully double glazed,Average,Average,"Solid brick, as built, insulated (assumed)",Good,Good,None,,,"Pitched, insulated at rafters",Good,Good,"Boiler and radiators, electric",Very Poor,Poor,No time or thermostatic control of room temperature,Very Poor,Very Poor,No low energy lighting,Very Poor,Very Poor,electricity - this is for backwards compatibility only and should not be used,0,unheated corridor,4.65,2.9,0,N,natural,"Flat 5, 2, College Road",Exeter,Exeter,ad37ab717257d014aef4166177c5985db019ff058c5b55c19d01f96b155d850b
4.15821120091223E+020,"39, Lewis Crescent",,,EX2 7TD,8620701768,C,B,76,83,Flat,Mid-Terrace,2009-12-23,E07000041,E14000678,Devon,2009-12-23,rental (private),73,81,231,164,1.9,38,1.3,43,27,291,236,92,72,49.24,Single,Y,2nd,Y,3,"Programmer, TRVs and boiler energy manager",100,double glazing installed before 2002,Normal,0,3,3,43,0,From main system,Good,Good,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,None,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and boiler energy manager",Good,Good,Low energy lighting in 43% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,unheated corridor,6.03,2.62,0,N,natural,"39, Lewis Crescent",Exeter,East Devon,5d54f1a0f28ab3fe5191caa916f85b474b97005018d0020f170771dc6892afe4
1.11658232014033E+021,"59, Chancellors Way",,,EX4 9DP,9684751278,D,B,56,83,Bungalow,Detached,2014-03-28,E07000041,E14000698,Devon,2014-03-28,marketed sale,54,84,288,72,3,56,0.8,35,35,621,430,54,34,54,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,0,4,4,100,1,From main system,Very Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,,0,,natural,"59, Chancellors Way",Exeter,Exeter,e7fb71c3821ee26ba3dcc7d460947b1475948089c1a850d793c4f783e7bb742d
1.14201662014052E+021,"24, Knightley Road",,,EX2 4SR,5329633278,C,B,72,85,House,Semi-Detached,2014-05-16,E07000041,E14000698,Devon,2014-05-16,marketed sale,70,84,138,61,3.3,27,1.5,66,66,556,479,156,81,123,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,3,7,7,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,,0,,natural,"24, Knightley Road",Exeter,Exeter,9042fe7a29c6268c0c97ce81f1dd800ae98dab9fbfd67e896a36c0e532388c8b
8.73465020130129E+020,Flat 6,17 York Road,,EX4 6BA,1928734078,C,C,77,77,Flat,Semi-Detached,2013-01-29,E07000041,E14000698,Devon,2013-01-29,new dwelling,82,82,148,148,1.1,28,1.1,34,34,240,240,65,65,40,standard tariff,,top floor,,,"Programmer, room thermostat and TRVs",,NO DATA!,NO DATA!,,,,,,From main system,Good,Good,(other premises below),,,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.26 W/m?K,Very Good,Very Good,None,,,Average thermal transmittance 0.16 W/m?K,Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 82% of fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,,NO DATA!,,,,,NO DATA!,"Flat 6, 17 York Road",Exeter,Exeter,0165a8e552f61f86ac16de95eb28a792ba0a4f22793d5b37fe9ef8b9ea93760b
1.32330282015052E+021,"8, East Kingfisher Lane",,,EX2 6FN,7376516378,C,B,79,89,House,Mid-Terrace,2015-05-19,E07000041,E14000698,Devon,2015-05-19,new dwelling,81,91,97,40,2.4,16,1,94,94,318,318,277,162,147,standard tariff,,NO DATA!,,,Time and temperature zone control,,NO DATA!,NO DATA!,,,,,,From main system,Very Good,Very Good,Average thermal transmittance 0.25 W/m²K,Good,Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.20 W/m²K,Very Good,Very Good,"Room heaters, electric",,,Average thermal transmittance 0.16 W/m²K,Good,Good,"Air source heat pump, Underfloor heating and radiators, pipes in screed above insulation, electric",Very Good,Very Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,"Electricity: electricity, unspecified tariff",,NO DATA!,,,,,NO DATA!,"8, East Kingfisher Lane",Exeter,Exeter,ddfb81e22ca6f0c1eae6fc12f393adf588b8a4e1db0dab9fe1e323beafa8aa5f
1.41850792016023E+021,Flat 27 Shauls Court,"11-13, Verney Street",,EX1 2AW,6128092478,C,C,78,79,Flat,Mid-Terrace,2016-02-29,E07000041,E14000698,Devon,2016-02-29,rental (private),83,85,163,147,0.9,29,0.8,26,26,175,168,85,74,31,Single,Y,3rd,Y,,"Programmer, room thermostat and TRVs",100,double glazing installed during or after 2002,Normal,0,2,2,100,0,From main system,Good,Good,(another dwelling below),NO DATA!,,Fully double glazed,Good,Good,"System built, as built, insulated (assumed)",Good,Good,None,,,"Flat, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,unheated corridor,5.13,,,N,natural,"Flat 27 Shauls Court, 11-13, Verney Street",Exeter,Exeter,7414fd74ec64324c4b00a8b7688354f5a98254ee414d56b0c93deae8c9ce2458
9.4795642013061E+020,"23, Sheppard Road",,,EX4 5DD,7094169078,D,B,61,85,House,Detached,2013-06-10,E07000041,E14000698,Devon,2013-06-10,marketed sale,57,85,219,59,3.9,42,1.1,79,51,538,390,215,72,92,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed during or after 2002,Normal,0,4,4,45,0,"From main system, no cylinder thermostat",Poor,Poor,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 45% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,,0,,natural,"23, Sheppard Road",Exeter,Exeter,89de554080707aebfaf3436b26f97da11ef12df53adc31edb969cf0789e1d51a
2.62279200809161E+019,Flat 3,32 Alphington Road,,EX2 8HN,1685480568,B,B,84,86,Flat,Enclosed End-Terrace,2008-09-16,E07000041,E14000698,Devon,2008-09-16,not recorded,84,85,182,170.35928,893.8324,-99,838.97754,32.189312,16.094656,141.37581,143.07288,55.754467,55.754467,29.85,Single,Y,1st,N,3,"Programmer, TRVs and bypass",,INVALID!,Normal,0,2,2,0,0,From main system,Good,Good,(other premises below),,,Fully double glazed,Average,Average,"Solid brick, with internal insulation",,,None,,,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Poor,Poor,No low energy lighting,,,mains gas - this is for backwards compatibility only and should not be used,-99,unheated corridor,5.36,2.4,0,N,natural,"Flat 3, 32 Alphington Road",Exeter,Exeter,ce3cf2552eff1806f09109ef2cb0805c9816e73b867fd28ffb9c9951cdd2bead
5.73007720101208E+020,Flat 16 Turnworth Court,Coombe Street,,EX1 1DB,9219222868,C,B,79,81,Flat,Mid-Terrace,2010-12-08,E07000041,E14000698,Devon,2010-12-08,rental (social),73,74,265,258,1.8,40,1.7,54,29,121,125,120,120,44.68,dual,N,3rd,N,5,Manual charge control,100,double glazing installed before 2002,Normal,0,2,2,17,0,"Electric immersion, off-peak",Average,Poor,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, electric",,,(another dwelling above),,,Electric storage heaters,Average,Poor,Manual charge control,Poor,Poor,Low energy lighting in 17% of fixed outlets,Poor,Poor,electricity - this is for backwards compatibility only and should not be used,0,unheated corridor,8.11,2.28,0,N,natural,"Flat 16 Turnworth Court, Coombe Street",Exeter,Exeter,5e2e7ed3bfa27d88156d72af55c1e21daf22810c62c4eb9b5accfa9bdfce4dd7
7.87477820120511E+020,21 Prestbury Court,Garland Close,,EX4 2NS,8447728968,C,C,72,76,Flat,Semi-Detached,2012-05-10,E07000041,E14000698,Devon,2012-05-11,rental (private),55,62,347,295,2.6,61,2.2,33,33,221,176,109,95,42,dual,N,2nd,Y,,Automatic charge control,100,double glazing installed before 2002,Normal,0,2,2,80,0,"Electric immersion, off-peak",Average,Very Poor,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, electric",,,"Pitched, 100 mm loft insulation",Average,Average,Electric storage heaters,Average,Very Poor,Automatic charge control,Average,Average,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,electricity (not community),0,unheated corridor,6.1,,0,,natural,"21 Prestbury Court, Garland Close",Exeter,Exeter,83842162386c0641bba87e28f2cc6deca792ef1617a1721cb38cdf5d7b2a5faa
1.36513920080902E+020,"10, Church Terrace",,,EX2 5DU,5231240568,D,C,58,74,House,End-Terrace,2008-09-02,E07000041,E14000698,Devon,2008-09-02,not recorded,51,70,23085,212,4644.22,-99,2843.42,42.517895,34.26,489.41412,328.46,131.62044,84.26,80.07,Single,Y,NO DATA!,,,Main-Heating-Controls,,INVALID!,Normal,0,5,0,33,1,Hot-Water,Average,Average,Floor,,,Window,Average,Average,Wall,Very Poor,Very Poor,Secondary-Heating,Average,Average,Roof,Average,Average,Main-Heating,Good,Good,Main-Heating-Controls,Average,Average,Lighting,Average,Average,mains gas - this is for backwards compatibility only and should not be used,-99,NO DATA!,,2.7,0,N,natural,"10, Church Terrace",Exeter,Exeter,adf97dbb89c9eb4a95940ee4f2f8c8de6c5247f479a7605c0259e236da1e6130
1.06743322014013E+021,"36, Fords Road",,,EX2 8ER,9337908178,D,C,56,77,House,Mid-Terrace,2014-01-06,E07000041,E14000698,Devon,2014-01-28,none of the above,54,78,260,108,3.4,50,1.4,48,48,654,523,123,68,69,Single,Y,NODATA!,,,"Programmer, TRVs and bypass",100,double glazing installed before 2002,Normal,0,3,3,88,0,From main system,Average,Average,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Average,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 88% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,,0,,natural,"36, Fords Road",Exeter,Exeter,90fd62f08c0452fb55297358f81e1711592467bf160390a4fbf9b64de4dc050b
4.38674420100216E+020,"78b, East Wonford Hill",,,EX1 3DD,4477862768,C,B,79,81,Flat,NO DATA!,2010-02-12,E07000041,E14000698,Devon,2010-02-16,rental (social),78,79,164,156,1.8,27,1.7,67,36,280,285,87,87,67.343,Single,Y,2nd,Y,3,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,0,3,3,14,0,From main system,Very Good,Very Good,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 14% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,unheated corridor,6.585,2.306,0,N,natural,"78b, East Wonford Hill",Exeter,Exeter,e3b1cf4334bfaf3d458c2fb3cc1809003c667f3ef86503d0ada8a04991efa0b5
5.32582120150825E+020,"4, Hatherleigh Road",,,EX2 9LQ,4289139768,C,B,70,88,House,Mid-Terrace,2015-08-25,E07000041,E14000698,Devon,2015-08-25,non marketed sale,69,87,191,57,2.4,34,0.8,78,47,418,352,107,70,71,Unknown,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,"double glazing, unknown install date",Normal,0,4,4,36,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,None,,,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 36% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,,,N,natural,"4, Hatherleigh Road",Exeter,Exeter,136449e4090cca7122d94c52507f3f0fce0fd498e0a48ea164172448bb6c5b51
1.4966592008093E+020,Flat 51 Compass Quay,Haven Road,,EX2 8GW,7833931568,C,B,80,86,Flat,Mid-Terrace,2008-09-29,E07000041,E14000698,Devon,2008-09-30,rental (private),79,85,150,110,1.9,25,1.4,72,39,171,155,138,105,78,Single,Y,1st,N,4,"Programmer, TRVs and bypass",100,double glazing installed before 2002,Normal,0,3,3,13,0,From main system,Good,Good,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,None,,,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Poor,Poor,Low energy lighting in 13% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,unheated corridor,5.6,2.32,0,N,natural,"Flat 51 Compass Quay, Haven Road",Exeter,Exeter,098473fdd7feeb73705acf398e25c81ee57ffa40db705befecabc2d05e794b90
